종목명,우대법령,조문내역,활용내용,해당1,해당2,해당3,해당4,해당5,해당6,해당7,해당8,우선순위1,우선순위2,우선순위3,우선순위4,우대분류,중처법대상
방수기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
방수산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
방재기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
배관기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
배관기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
배관산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
버섯산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
버섯종균기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
보석가공기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
보석감정사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
보석감정산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
보석디자인산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
복어조리기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
복어조리산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
불도저운전기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
비계기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
비서1급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
비서2급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
비서3급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
비파괴검사기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
빅데이터분석기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
사무자동화산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
사진기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
사출금형기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
사출금형산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
사회조사분석사1급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
사회조사분석사2급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산림기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산림기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산림기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산림산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업계측제어기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업기계설비기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업안전기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업안전산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업위생관리기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업위생관리기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
산업위생관리산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
상하수도기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
생물분류기사(동물),국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
생물분류기사(식물),국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
서비스·경험디자인기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
석공기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
석공예기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
선박기관정비기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
선체건조기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
선체설계기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
설비보전기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
설비보전기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
설비보전산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
섬유기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
섬유기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
섬유디자인산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
섬유산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
세라믹기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
세탁기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소방기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소방설비기사(기계분야),국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소방설비기사(전기분야),국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소방설비산업기사(기계분야),국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소방설비산업기사(전기분야),국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소비자전문상담사1급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소비자전문상담사2급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소음진동기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소음진동기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
소음진동산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수산양식기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수산양식기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수산양식기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수산양식산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수산제조기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수산제조기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수자원개발기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수질관리기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수질환경기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
수질환경산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
스포츠경영관리사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
승강기기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
승강기기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
승강기산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
시각디자인기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
시각디자인산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
시설원예기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
시설원예기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
시추기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식물보호기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식물보호산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식육가공기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식육처리기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식품가공기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식품기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식품산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
식품안전기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
신발산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
신발제조기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
신재생에너지발전설비기능사(태양광),국가기술자격법시행규칙,"제21조시험위원의자격등(별표16), 제21조시험위원의자격등(별표16)","시험위원의자격, 시험위원의자격",직무권한부여,직무권한부여,,,,,,,,직무권한부여,,,직무권한부여,
신재생에너지발전설비기사(태양광),국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
신재생에너지발전설비산업기사(태양광),국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
실내건축기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
실내건축기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
실내건축산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
압연기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
압연기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
양식조리기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
양식조리산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
양화장치운전기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
어로산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
어업기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
어업생산관리기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
에너지관리기능사,국가기술자격법시행규칙,"제21조시험위원의자격등(별표16), 제21조시험위원의자격등(별표16)","시험위원의자격, 시험위원의자격",직무권한부여,직무권한부여,,,,,,,,직무권한부여,,,직무권한부여,
에너지관리기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
에너지관리기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
에너지관리산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
여성복기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
열처리기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
염색기능사(날염),국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
염색기능사(침염),국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
영사기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
영사산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
온수온돌기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
온실가스관리기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
와전류비파괴검사기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
용접기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
용접기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
용접기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
용접산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
워드프로세서,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
원예기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
원자력기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
원자력발전기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
웹디자인개발기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
위험물기능사,국가기술자격법시행규칙,"제21조시험위원의자격등(별표16), 제21조시험위원의자격등(별표16)","시험위원의자격, 시험위원의자격",직무권한부여,직무권한부여,,,,,,,,직무권한부여,,,직무권한부여,
위험물기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
위험물산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
유기농업기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
유기농업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
유기농업산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
유리시공기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
응용지질기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
의공기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
의공산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
의료전자기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
의류기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
의류기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
이산화탄소가스아크용접기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
이용사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
이용장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
인간공학기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
인간공학기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
인쇄기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
인쇄설계기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
일반기계기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
일식조리기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
일식조리산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
임베디드기능사,국가기술자격법시행규칙,"제21조시험위원의자격등(별표16), 제21조시험위원의자격등(별표16)","시험위원의자격, 시험위원의자격",직무권한부여,직무권한부여,,,,,,,,직무권한부여,,,직무권한부여,
임베디드기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
임산가공기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
임상심리사1급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
임상심리사2급,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
임업종묘기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
임업종묘기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자기비파괴검사기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자기비파괴검사기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자기비파괴검사산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동차보수도장기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동차정비기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동차정비기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동차정비기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동차정비산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동차차체수리기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동화설비기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자동화설비산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자연생태복원기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자연생태복원산업기사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자연환경관리기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
자원관리기술사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
잠수기능사,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
잠수기능장,국가기술자격법시행규칙,제21조시험위원의자격등(별표16),시험위원의자격,직무권한부여,,,,,,,,,직무권한부여,,,직무권한부여,
