종목명,우대법령,조문내역,활용내용,해당1,해당2,해당3,해당4,해당5,해당6,해당7,해당8,우선순위1,우선순위2,우선순위3,우선순위4,우대분류,중처법대상
건축기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
건축도장기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
건축목공기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
건축목공산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
건축목재시공기능장,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
건축산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
건축설비기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
건축설비산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
건축시공기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
건축일반시공기능장,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
건축일반시공산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
건축품질시험기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
공조냉동기계기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
공조냉동기계기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
공조냉동기계기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
공조냉동기계산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
그린전동자동차기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
금속가공기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
금속도장기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
금속재료기능장,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
금속재료기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
금속재료기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
금속재료산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
금속재료시험기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
금속재창호기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
금속제련기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
기계가공기능장,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
기계가공조립기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
기계기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
기계설계산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
기계조립산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
농업기계기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
농업기계산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
농업기계정비기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
대기환경기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
대기환경산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
도자공예기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
디지털인쇄산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
목공예기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
미용사(네일),교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
미용사(메이크업),교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
미용사(일반),교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
미용사(피부),교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
미용장,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
방송통신기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
방송통신기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
방송통신산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
보석디자인산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
복어조리기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
복어조리산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
사진기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
산업계측제어기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
산업기계설비기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
서비스·경험디자인기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
석공예기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
선박기관정비기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
설비보전기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
설비보전산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
섬유디자인산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
세라믹기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
소방설비기사(기계분야),교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
소방설비산업기사(기계분야),교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
수산양식기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
수산양식기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
수산양식기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
수산양식산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
수자원개발기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
수질환경기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
수질환경산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
시각디자인기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
시각디자인산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
시설원예기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
시설원예기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
식품가공기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
실내건축기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
실내건축기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
실내건축산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
양식조리기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
양식조리산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
어업생산관리기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
열처리기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
용접기능장,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
용접기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
용접기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
용접산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
워드프로세서,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
원예기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
웹디자인개발기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
이산화탄소가스아크용접기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
이용사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
이용장,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
인쇄기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
인쇄설계기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
일반기계기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
일식조리기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
일식조리산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
임베디드기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
임업종묘기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
임업종묘기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
자동차보수도장기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
자동차정비기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
자동차정비기능장,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
자동차정비기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
자동차정비산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
자동차차체수리기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
자연환경관리기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
자원관리기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전기공사기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전기공사산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전기기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전기기능장,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전기기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전기산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전기안전기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전기응용기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전기철도기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전기철도기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전기철도산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전산응용건축제도기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전산응용기계제도기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전산응용토목제도기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전파전자통신기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전파전자통신기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
전파전자통신산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
정보통신기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
정보통신기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
정보통신기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
정보통신산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
제품디자인기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
제품디자인기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
제품디자인산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
조경기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
조경기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
조경기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
조경산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
조리기능장,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
조선기술사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
조선산업기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
조선선체기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
조선의장기사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
주조기능사,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
주조기능장,교원자격검정령시행규칙,제9조무시험검정의신청,무시험검정관련실기교사무시험검정일경우해당과목관련국가기술자격증사본첨부,시험면제,,,,,,,,,,,시험면제,시험면제,
